category,agency,description,locationType,address,borough,lat,lng,frequency
machine,environment,constructiion site caller states that they are working before ordinance hours at 6 am very loud noise in the court yard. no noise was generating activity observed outside the bldg.,none,101 E CHESTNUT ST;CHICAGO; IL;,none,41.898307918000455, -87.62624415899967,1
machine,environment,construction site construction noise after ordinance hours. no activity at the time of inspection.,none,2662 N CICERO AVE;CHICAGO; IL;,none,41.92913773800046, -87.74653776599968,1
undefined,environment,residential bldg. at above location creating loud noise after ordianance hours at 8 pm. no activity at this time.,none,2400 N ARTESIAN AVE;CHICAGO; IL;,none,41.924991357000465, -87.68890816499965,1
human,environment,office bldg. caller stated that musicians playing music with loud speakers until 10 pm. i canvassed the area observed no noise.,none,515 N STATE ST;CHICAGO; IL;,none,41.891283220000446, -87.62801325199968,1
machine,environment,residential bldg. construction are working before ordinance hours start at 7 am creating loud noise. observed few workers on site but was not working at this time.,none,6100 S ELLIS AVE;CHICAGO; IL;,none,41.78400992900049, -87.60117927999966,1
machine,environment,lakeside tower caller states that at above location there is a a/c unit of top of bldg making very loud grinding noise. observed no noise coming from a/c unit on top of roof at the time of inspection.,none,1600 S INDIANA AVE;CHICAGO; IL;,none,41.86016123200045, -87.62241023199965,8
machine,environment,condo bldg. caller states that bldg under construction start work before ordinance hours at 7 am also blocking alley and not using chute when throwing garbage into dumpster.,none,1623 W MELROSE ST;CHICAGO; IL;,none,41.94056285700049, -87.66951959399967,1
human,environment,vain club very loud noise and music coming from above location. observed no kaudble noise coming from the public way.,none,2354 N CLYBOURN AVE;CHICAGO; IL;,none,41.92474663700045, -87.66878789599969,1
machine,environment,residential bldg. caller states that 3812 is complaining about fumes from construction site before ordinance hours at 7 am running 2 gas generators. no noise observed beyond property line. an air compressor was operating inside the garage of the residence. verbal warning not to use powered equipment before 8 am.,none,3810 N OCTAVIA AVE;CHICAGO; IL;,none,41.94923838700049, -87.80959788599966,1
machine,environment,residential bldg. construction site doing work before ordinance hours at 7 am created loud noise.,none,3201 S CALUMET AVE;CHICAGO; IL;,none,41.83645073800045, -87.61812321599967,1
machine,environment,construction site the caller indicates that this construction site damaged a cta stone bench doing const work before ordinance hours at 7 am very loud noise. observed no noise at this time but i gave the contractor a verbal warning about early morning noise.,none,3200 S CALUMET AVE;CHICAGO; IL;,none,41.8364915250005, -87.61819082799968,1
machine,environment,residential bldg. caller states that a/c unit is too loud by neighbor bedroom can't sleep. the units did not cycle on during this assessment.,none,7307 W ADDISON ST;CHICAGO; IL;,none,41.94518350700048, -87.80973039799966,1
machine,environment,chicago board of health clinic a/c unit causing loud noise need a reading. when arriving at complainant hom knock very loud. noise 24 hours a day. the facility was closed at this time but the a/c unit was detected to be in operation. the noise source was audible at 100 feet and louder than an average conversation level.,none,2861 N CLARK ST;CHICAGO; IL;,none,41.93435413800046, -87.64605435999965,2
machine,environment,dean troy contractor's are working before 6:30 - 7 am with heavy equipment drills; hammering trucks etc. causing loud noise. no work was being performed before 8 am.,none,3045 N TROY ST;CHICAGO; IL;,none,41.93697119400048, -87.70628314599969,1
machine,environment,residential bldg. according to caller a noisey a/c unit on the side of bldg.,none,4828 N LOWELL AVE;CHICAGO; IL;,none,41.968895070000485, -87.73671395499969,1
machine,environment,residential bldg. contractor's are working before ordinance hours at 6:30 am using heavy equipment creating loud noise.,none,3900 S DREXEL AVE;CHICAGO; IL;,none,41.82272897900049, -87.60608869599969,1
machine,environment,village pizza facility has a pa system very loud playing a message from business. respondent caused and allowed the use of a pa system emitting noise audio for 300 ft.,none,2356 W CHICAGO AVE;CHICAGO; IL;,none,41.89581785200045, -87.68577148999964,7
machine,environment,tecalitlan restaurant only on friday & saturday up unitl early mornings on these day music very loud noise. facility was closed at the time of inspection.,none,820 N ASHLAND AVE;CHICAGO; IL;,none,41.8967405840005, -87.66735822899966,4
machine,environment,residential bldg. a/c unit is extremely loud clicks on every 3 minutes. grinding noise observed every 2-3 minutes. referred to doe management.,none,5761 N KERBS AVE;CHICAGO; IL;,none,41.98554448200048, -87.74203845099964,1
machine,environment,strip mall large air conditioners on top of store very loud disturbing neighbors all hours of the day. machinery noise audible from ground level. spoke with bldg manager he stated that he will call for maintenance.,none,4355 S COTTAGE GROVE AVE;CHICAGO; IL;,none,41.81570593300046, -87.60665012899966,1
machine,environment,residential bldg. caller states that a heavy condenser air conditioner on roof of bldg is very loud sounds like a helicopter runs day and late evenings after 9 pm. observed no noise from ground level at the time of inspection.,none,1250 N LA SALLE ST;CHICAGO; IL;,none,41.90483981600045, -87.63297728199967,1
machine,environment,construction site caller states that construction workers are doing work on 3rd and 4th floor before ordinance hours at 7:00 am creating loud noise. no workers on site at this time.,none,225 W OHIO ST;CHICAGO; IL;,none,41.892343320000464, -87.63534061199965,2
machine,environment,c & p maintenance new construction work being done workers are starting before ordinance hours at 7 am causing lots of noise. respondent caused an nuisance by creating a noise distrubance and also using electric equipment before 8 am.,none,4810 N LAVERGNE AVE;CHICAGO; IL;,none,41.96832445600046, -87.75262779499968,1
machine,environment,buley r andrews llc construction is starting work before ordinance hours at 7 am creating loud noise. workers were using gas and electric powered equipment in the form of hand tools and heavy equipment.,none,45 W NORTH AVE;CHICAGO; IL;,none,41.90901643500047, -87.79539616299968,1
machine,environment,m l development at above location rehab work being done workers are starting before ordinance hours causing loud noise. no activity during inspection. no kroupa development found. there was no observable activities at 2711 n mildred or imediately adjacent to 2711. unfounded.,none,2654 N MILDRED AVE;CHICAGO; IL;,none,41.93064862400047, -87.65138728799968,1
machine,environment,design installation contractor's are working before ordinance hours creating loud noise also breaking cement causing dust all over the area. respondent failed to apply for grinding permit at the above location. respondent failed to stop vscous waste from brick work from going into sewer.,none,720 S MICHIGAN AVE;CHICAGO; IL;,none,41.87261971100048, -87.62421763499964,7
machine,environment,finish home complex constructon workers are starting work before ordinance hours at 7 am creating loud noise. no noise at this time also gave a verbal warning to workers.,none,9651 S DAMEN AVE;CHICAGO; IL;,none,41.71773114300049, -87.67221362999965,1
machine,environment,residential bldg. workers are starting work before ordinance hours at 7 am creating loud noise.,none,5628 N NEW HAMPSHIRE AVE;CHICAGO; IL;,none,41.98387377200049, -87.80144601799964,1
machine,environment,century 21 location above has industrial exhaust fan on side of bldg humming all day and night creating loud noise. the exhaust fan was not operating. complainant claims fan belongs to century 21 office; who claims they don't know anything about the fan. the complainant century 21 and the fan are all the same building. unfounded. i will follow up to determine if fan has been reactivated.,none,1161 W MADISON ST;CHICAGO; IL;,none,41.88158341900049, -87.65685652599967,1
machine,environment,residential bldg. construction workrs starting work before ordinance hours causing very loud noise. spoke with contractor and workers and gave a verbal warning they stated will comply with ordinance.,none,3536 N ASHLAND AVE;CHICAGO; IL;,none,41.463939921000474, -87.65004718399967,1
human,environment,residential bldg. very loud noise from band after ordinance hours from 10:15 am - 10:30 pm. observed no noise at the time of inspection.,none,1748 W GRACE ST;CHICAGO; IL;,none,41.95060845000046, -87.67331060199967,1
machine,environment,residential bldg. a/c unit running causing very loud noise after 8 pm. the unit in question was not on at this time. i do a follow up.,none,6837 W 64TH ST;CHICAGO; IL;,none,41.77563330400045, -87.79247036899966,2
machine,environment,residential bldg. contractor's are working before ordinance hours at 7 am with very loud noise. no workers or activity at this site the time of inspection.,none,5698 N NEW HAMPSHIRE AVE;CHICAGO; IL;,none,41.984963732000494, -87.80008925699968,1
machine,environment,byrene business inc. contractor's are working before ordinance hours at 7 am creating very loud noise. respondent caused an nuisance by creating a noise disturbance als used of electrical mechanical equipment before 8 am causing loud noise.,none,1223 W FARWELL AVE;CHICAGO; IL;,none,42.006713051000474, -87.66235009699966,1
machine,environment,mertis contracting co. contractor's are start work before ordinance hours at 5:30 am hanging scaffold causing loud noise. respondent caused an nuisance by creating a noise distrubance. respondent caused to use a electrical mechanical equipment before 8 am.,none,600 W CHICAGO AVE;CHICAGO; IL;,none,41.8965007810005, -87.64287943399967,2
machine,environment,evergreen park kia caller states when they page people the pa speakers are too loud outside. p a system was not in use during inspection. i explained noise ordinance to floor manager who said he would have the owner turn down the system,none,9205 S WESTERN AVE;CHICAGO; IL;,none,41.725794565000456, -87.68211949799968,2
machine,environment,premier contracting contractor's are start work before ordinance hours at 7 am creating loud noise also dust all over the area. respondent caused an nuisance by creating a noise disturbance. respondent cause use of fuel or electrical equipment before 8 am.,none,2326 S CANAL ST;CHICAGO; IL;,none,41.85024009500046, -87.63848749399966,2
machine,environment,construction site contractor's start work before ordinance hours as early as 7 am creating loud noise. no workers or activity at the time of inspection.,none,2020 W IOWA ST;CHICAGO; IL;,none,41.897738303000494, -87.67796121099968,1
machine,environment,marpol group corp early morning construction before ordinance hours creating loud noise. workers using gas powered equipment before 8 am. citation issued. other constructions in the area were warned.,none,3530 N ASHLAND AVE;CHICAGO; IL;,none,41.9460903530005, -87.66888699199967,1
machine,environment,design construction contractor's are start work before ordinance hours at 6 am creating loud noise. no early morning activity before 8 am. i reminded workers of noise ordinance.,none,2441 N MARSHFIELD AVE;CHICAGO; IL;,none,41.926541891000454, -87.66936403699964,1
machine,environment,bulley andrews llc contractor's are starting work before ordinance hours at 6 am creating loud noise. respondent caused an nuisance by creating a noise disturbance. respondent caused using of electric mechanical equipment very loudly before 8 am.,none,5000 S EAST END AVE;CHICAGO; IL;,none,41.804070467000486, -87.58547791999968,1
machine,environment,construction site caller states that workers are starting work before ordinance hours at 7 am creating loud noise. no one was on site until 7:45 am i spoke with the workers and told them about the ordinance hours. they will comply with the ordinance hours at 8 am.,none,1633 N WOLCOTT AVE;CHICAGO; IL;,none,41.911491939000484, -87.67501367399967,1
machine,environment,residential bldg. there is construction going on at above location after ordinance hours causing loud noise. no one on site at the time of inspection.,none,600 W DRUMMOND PL;CHICAGO; IL;,none,41.930700713000476, -87.64402448499965,1
machine,environment,construction site contractor's are doing excavation work before ordinance hours 7 am creating loud noise. no violation at the time of inspection.,none,1035 W LOYOLA AVE;CHICAGO; IL;,none,42.00156672200046, -87.65741517399965,1
machine,environment,business doing rehab in front of bldg. work begin before ordinance hours at 7 am creating loud noise. there is a refacing of the building's front taking place however no activities were taking place. i spoke with the owner of the property and explained that noise generating work was not allowed before 8 am.,none,3546 N MILWAUKEE AVE;CHICAGO; IL;,none,41.94514959100047, -87.73384094499966,1
machine,environment,whole foods store caller states that the noise is coming from facility sounds like engines running. too many noise sources to isolate faciltiy as a violation.,none,3300 N LINCOLN AVE;CHICAGO; IL;,none,41.941741641000476, -87.67013836999968,1
machine,environment,residential bldg. contractor's are working inside of bldg before ordinance hours creating loud noise.,none,3712 N WILTON AVE;CHICAGO; IL;,none,41.949579462000486, -87.65321711199965,1
machine,environment,residential bldg. construction crew is working before ordinance hours at 7 am creating loud noise. workers were repairing exterior trim. i reminded workers not to start before 8 am.,none,9814 S HOYNE AVE;CHICAGO; IL;,none,41.71501982300049, -87.67465761899967,1
machine,environment,construction site caller states that at above location is working after ordinance hours at 9 pm causing noise. observed no construction going on at this time.,none,5940 N ST LOUIS AVE;CHICAGO; IL;,none,41.98946340500049, -87.71642058799966,1
machine,environment,generator or compressor is creating noise from 3:45 pm till 1:00 am. caller states that if you come on her front porch or stand in her front room of the house; you can hear the noise. observed no noise at the tme of inspection.,none,3245 N KEDZIE AVE;CHICAGO; IL;,none,41.940630841000484, -87.70759329099968,5
undefined,environment,residential bldg. very loud pierce noise coming from above location. observed no noise at this time.,none,2309 N DAMEN AVE;CHICAGO; IL;,none,41.92322216800045, -87.67778375999967,1
machine,environment,flat top grill noise from roof top ventilation unit - 24 hours. observed loud noice from the two coolers. spoke with manager she will havve to repairs the belts as soon as possible.,none,319 W NORTH AVE;CHICAGO; IL;,none,41.911098267000455, -87.63746974899965,1
undefined,environment,best buy caller states that at location there is work being doen at night after ordinance hours causing excessive noise after 10 pm. all work being done is inside sotre not enforceable by doe.,none,2650 N CLARK ST;CHICAGO; IL;,none,41.930888008000466, -87.64405173799969,2
machine,environment,loud machine banging; all night all day every few seconds. observed no noise at the time of inspection.,none,9210 S SANGAMON ST;CHICAGO; IL;,none,41.72655248400048, -87.64702976699965,4
machine,environment,citgo gas station car washing machine making loud noises from 7 am til 10 pm. car was dryer operating starting at 7 am homes are 100 ft from source. followed up by chris l. on july 6. car was was not operating during follow up inspection.,none,3820 S ARCHER AVE;CHICAGO; IL;,none,41.824117894000494, -87.68795087599966,1
machine,environment,condo bldg caller states that at above location every time garage doors open there is a very loud noise at all times of the day and night.,none,1255 S STATE ST;CHICAGO; IL;,none,41.905651022000484, -87.62868387999964,1
machine,environment,residential bldg. fan or generator runs all day and night non stop making very loud noises. no sound or odors observed at this time.,none,1454 E PARK PL;CHICAGO; IL;,none,41.79425763500046, -87.58951090699969,1
machine,environment,howard orloff volvo facility operation at levels in excess of noise ordinance. car wash was not used before 8 am during this inspection. noise readings were collected after 8 am when the car wash was in use.,none,1924 N PAULINA ST;CHICAGO; IL;,none,41.91642726200047, -87.67032096499969,2
machine,environment,grice building fan or generator runs all day and night non stop making very loud noises. respondnet caused a nuisance by creating a noise disturbance with use of electric equipment before 8 am.,none,5401 S CORNELL AVE;CHICAGO; IL;,none,41.79788156100045, -87.58542376299965,1
machine,environment,construction site caller states that contractor is starting work before ordinance hours causing very loud noise.,none,3301 N WESTERN AVE;CHICAGO; IL;,none,41.941442048000454, -87.68792383999966,1
machine,environment,construction site contractor's are working after ordinance hours 10:45 pm - 7 am creating loud noise breaking glass and hammering. no activity at the time of inspection.,none,8131 S MAY ST;CHICAGO; IL;,none,41.74627668800048, -87.65235631599967,1
machine,environment,linn mathes inc. contractor's start before ordinance hours at 5:30 am creating loud noise with heavy equipment. respondent caused a nuisance by creating a noise disturbance with using a mechanical electrir or fuel power equipment before 8 am.,none,240 E ILLINOIS ST;CHICAGO; IL;,none,41.89101819600046, -87.62115141399966,2
machine,environment,james mc hugh construction caller states that contractor's are working before ordinance hours at 7 am creating loud noise. respondent caused a nuisance by creating a noise disturbance with mechanical fuel or electir equipment before 8 am.,none,225 N COLUMBUS DR;CHICAGO; IL;,none,41.88021648300048, -87.62072360599967,6
machine,environment,apt bldg. two air conditioning compressor between bldgs noise issues day & night very loud keeps complainants up at night. sound pressure level testing at an open bedroom window yielded a peak of 62 decibels with both units in operation and 49 decibels with both units off. i spoke with the complainant to continue to negotiation with the respondent in resolving this matter.,none,4349 N HERMITAGE AVE;CHICAGO; IL;,none,41.81428083600048, -87.66873373899966,1
machine,environment,neurologic & orthopedic hospital air pressuring sounds coming from facility work is eing done on the side of bldg after 9 pm creating loud noise. observed no odors at this time.,none,4501 N WINCHESTER AVE;CHICAGO; IL;,none,41.96337356100048, -87.67749332299968,2
machine,environment,james mc hugh construction contractor's are working before ordinance hours at 6:30 am creating loud noise. respondent caused an nuisance by creating a noise disturbace at above location. respondent caused use at fuel or electric mechanical equipment before 8 am.,none,520 N KINGSBURY ST;CHICAGO; IL;,none,41.89086585700045, -87.63938416099967,2
machine,environment,j patrick restaurant/bar very loud noise coming from facility after 10:30 pm also last night on 6/21 had a live band. i did not detected any loud noise or activity at this time.,none,1365 W ERIE ST;CHICAGO; IL;,none,41.89339304900045, -87.66209083399968,6
machine,environment,8550 grand llc caller states that they are bldg a condo starts work before ordinance hours at 6:30 am. respondent caused a nuisance by creating a noise disturbance with a mechanical equpment or electirc power before 8 am.,none,6493 N NORTHWEST HWY;CHICAGO; IL;,none,41.99878006400047, -87.80971667199964,2
machine,environment,tishman construction contractor's are start work before ordinance hous using power tools creating loud noise. respondent caused and allowed the nuisance of noise with heavy equpiment before 8 am. respondent using electrical equipment sawing and hammering causing a disturbance within 600 feet of residential apt.,none,1464 S MICHIGAN AVE;CHICAGO; IL;,none,41.862229587000456, -87.62407705699968,1
machine,environment,construction site dumpster service removing/replacing dumpster from construction site at 6:15 am; 6:45 am; and 10:05 pm. it is very noisy for at least 1/2 hour during removal. no dumpsters were removed or placed during this inspection. the contractor was on site during this inspection. i left a message for the contractor.,none,2930 N SHERIDAN RD;CHICAGO; IL;,none,41.93504918800045, -87.63932750699968,1
human,environment,residential bldg. caller states that there is loud music coming from her vents not sure where it soming from. complainant says that the music start at 10:30 pm until 2:30 am. this complaint should goes to the police dept for nuisance.,none,740 S FEDERAL ST;CHICAGO; IL;,none,41.87247913400046, -87.62963796899965,1
machine,environment,new construction caller sayes contractor are working before ordinance hours at 7:30 am creating loud noise. no activity at the time of inspection.,none,3309 N WESTERN AVE;CHICAGO; IL;,none,41.9416022150005, -87.68793421099969,1
machine,environment,tishman construction contractor's are starting work before ordinance hours at 7:15 am with heavy equipment and drilling. no noise observed at the time of inspection.,none,2306 S MICHIGAN AVE;CHICAGO; IL;,none,41.85091943000049, -87.62378901999966,1
machine,environment,construction site contractor's are working before ordinance hours at 7 am creating loud noise. no one on site at the time of inspection.,none,1927 W POTOMAC AVE;CHICAGO; IL;,none,41.90498269900047, -87.67597006799969,2
machine,environment,a d development caller states they are bldg a condo working before ordinance hour at 6:30 am creating loud noise. dumping heavy material of top floor to first floor in outside area creating noise disturbance. respondent caused an noise disturbance due to heavy brick dropping off top of bldg to ground. respondent unloading building material of the top floor into garbage dumpster on ground creating loud sound before 8 am.,none,6493 N NORTHWEST HWY;CHICAGO; IL;,none,41.99878006400047, -87.80971667199964,2
machine,environment,parking garage caller states that the above location have exhaust fans for the garage on 2nd floor create very loud noise before ordinance hours at 6:40 am. the exhaust fan turned on 3 times for approximately 25 seconds each time. the noise generated in between 8.5 to 11 dba above ambient levels. the fans are triggered by a carbon momoxide detector and are considered life safety equipment.,none,1305 S MICHIGAN AVE;CHICAGO; IL;,none,41.865571204000446, -87.62407359999969,4
machine,environment,construction site caller states that heavy equipment very loud before ordinance hours at 7 am. worker at site say they were awaiting for ordinance hours. no activity at the time of inspection.,none,628 S CLARK ST;CHICAGO; IL;,none,41.87413301300046, -87.63070369599967,1
machine,environment,office bldg. mechanical equipment noise. i spoke with the complainant and told him that the equipment was approximately 75 feet away therefore the noise was not in violation.,none,940 W ADAMS ST;CHICAGO; IL;,none,41.879186018000496, -87.65101549999969,3
machine,environment,walsh construction contractor's start work before ordinance hours at 6 am creating loud noise. workers created a noise distburance by hammering; use of gas powered generator and power tools. citations were issued for nuisance in connection with a business and for the use of gas and electric powered equipment before 8 am.,none,730 S CLARK ST;CHICAGO; IL;,none,41.87305305400048, -87.63067007799964,4
machine,environment,construction site contractor's are starting before ordinance hours at 6:30 am with heavy equipment jack hammering; drilling and etc creating loud noise. no issues were observed in regards to noise. kawa was advised to make necessary repairs to the construction site perimeter fence. no citations issued at this time.,none,2648 W HOMER ST;CHICAGO; IL;,none,41.91661844100048, -87.69415077099967,2
machine,environment,residential bldg. caller states that very loud a/c unit is creating noise after 9 pm. observed no noise the a/c unit was in operation.,none,4628 N LOWELL AVE;CHICAGO; IL;,none,41.96539913900045, -87.73716775499969,3
machine,environment,construction site caller states that contractor is starting work at 6 :30 or 6:45 am before ordinance hours also throwing debris and garbage on complainant lawn.,none,1929 W POTOMAC AVE;CHICAGO; IL;,none,41.90498269900047, -87.67597006799969,2
machine,environment,henry ice delivery very fan coming from facility going on now. one of the chillers was in operation but the noise level was in violation at this time. i gave the owner a verbal warning about noise.,none,3927 W HARRISON ST;CHICAGO; IL;,none,41.87343463400049, -87.72362636399964,1
machine,environment,white hen pantry delivery trucks are loading/unloading before ordinance hours at 5 am creating loud noise. observed a truck unloading boxes the noise was less than area ambient noise. manager wasn't available spoke with a carolyn i explaing to herabout the loading or unloading between 10:00 pm - 7:00 am she would let the manager know.,none,200 S RACINE AVE;CHICAGO; IL;,none,41.87895973400049, -87.65711067799964,1
human,environment,the golden girl club the club on 1400 blk of 87th is making very loud noise from 9 pm - 4 am every night. the music is question was not audible in any direction at 100 feet. no violation.,none,1340 W 87TH ST;CHICAGO; IL;,none,41.735908388000496, -87.65744137699966,1
machine,environment,rehab bldg. contractor's are starting work before ordinance hours at 7 am creating loud noise. no violation occurring at this time i was at this location. inform workers about ordinance hours and equipment usage. will monitor for further result.,none,2150 W NORTH AVE;CHICAGO; IL;,none,41.910428383000465, -87.68146184399967,2
machine,environment,aberia construction caller stated that contractors are starting work before ordinance hours at 6 am creating loud noise. workers created a noise disturbance by hammering and using a gas powered mixer before 8 am. citations were issued for nuisance in connection with a business and for the use of gas powered equipment before 8 am.,none,624 W FULLERTON AVE;CHICAGO; IL;,none,41.9255082950005, -87.64492068199968,1
machine,environment,morrison soul food facility has alread have 2 generator that are really loud and now they are going to install 2 more generator. observed a large walk in freezer unit operating in the parking lot adjacent to facility. this did not consitute a vilation from the measurement distance. spoke with owner he will shut off unit from 8 pm - 8 am.,none,8131 S ASHLAND AVE;CHICAGO; IL;,none,41.74577192000049, -87.66328344499965,1
machine,environment,aqua construction caller states that contractors are working after ordinance hours creating loud noise with heavy equipment and drilling. construction site operating code violation for noise unclear report.,none,225 N COLUMBUS DR;CHICAGO; IL;,none,41.88021648300048, -87.62072360599967,6
machine,environment,plymouth bldg. noise at construction site at 12 am there is a chute in the back where debris are thrown this is creating a lots of noise. spoke with the supervisor he stated that they do load the dumpster with debris from inside of bldg but not after 8 pm.,none,417 S DEARBORN ST;CHICAGO; IL;,none,41.87633121200048, -87.62920355799969,3
machine,environment,residential bldg. neighbor is complaining about his a/c unit is to loud after 8 pm. observed no noise at the time of inspection.,none,6538 N OAK PARK AVE;CHICAGO; IL;,none,42.000270644000466, -87.79558729099966,1
machine,environment,construction site contractor's are start work between 7:15 am - & 7:30 am creating loud noise with heavy equipment moving around the stie.,none,3721 N PARKVIEW TER;CHICAGO; IL;,none,41.94842338900048, -87.71979192799967,3
machine,environment,ice company machines are making very loud noise.,none,3900 W HARRISON ST;CHICAGO; IL;,none,41.8734885930005, -87.72308851399964,1
machine,environment,residential bldg. construction noise after ordinance. observed no construction at this time.,none,3 E 103RD PL;CHICAGO; IL;,none,41.706233675000476, -87.62322091199968,1
undefined,environment,commercial property the noise is coming from top of roof on the property during day/night. at the time of inspection no violation was detected the manger stated that he will cut off both roof top chiller by 8 pm - 5am.,none,940 W ADAMS ST;CHICAGO; IL;,none,41.879186018000496, -87.65101549999969,3
human,environment,the wellington tavern very loud noise after 8:30 pm. no noise detected at the perimeter at 100 feet.,none,1300 W WELLINGTON AVE;CHICAGO; IL;,none,41.93616805400046, -87.66140061699969,5
machine,environment,the lofts caller states that generator on 3rd or 4th floor created loud noise. i was unable to detect any noise or unusual mechanical at this time.,none,1305 S MICHIGAN AVE;CHICAGO; IL;,none,41.865571204000446, -87.62407359999969,4
machine,environment,butter restaurant entertainment from facility causing very loud noise after 12:45 am. i canvassed the area and observed no noise at this time.,none,130 S GREEN ST;CHICAGO; IL;,none,41.88004095400049, -87.64849727699965,2
machine,environment,construction site contractor's are working before ordinance hours at 7 am creating loud noise with heavy equipment also the beeps on truck lift.,none,19 E PEARSON ST;CHICAGO; IL;,none,41.89751360800045, -87.62734031899964,1
machine,environment,construction site gutting bldg before ordinance hours at 7 am creating loud noise (machinery).,none,1830 W SUPERIOR ST;CHICAGO; IL;,none,41.895077684000455, -87.67340163199964,1
machine,environment,residential bldg. caller states there maybe some type of generator a/c noise coming from above address. observed no noise at this time. i spoke with building manager ms. tidwell show me some documentation stated the equipment was repaired on today 6/1/2007.,none,1700 E 56TH ST;CHICAGO; IL;,none,41.793429819000494, -87.58376930799966,14
machine,environment,construction site caller states that contractor's are working before ordinance hours at 6:30 am creating loud noise.,none,360 E SOUTH WATER ST;CHICAGO; IL;,none,41.886523629000465, -87.61813718299965,3
machine,environment,construction site sandblasting bldg causing lots of dust after ordinance hour 8 pm also very loud noise. this project is exempt.,none,536 S CLARK ST;CHICAGO; IL;,none,41.891979198000456, -87.63116704699968,2
machine,environment,powers construction contractor's are working before ordinance at 6 am with bull dozers and heavy equipment creating loud noise.,none,5261 W 63RD ST;CHICAGO; IL;,none,41.77817660000045, -87.75368541399968,1
machine,environment,residential bldg. caller states that the a/c compressor is facing her gangway and there is heat; dirt; and noisst coming from compressor. the unit could not be heard at 100 or more feet.,none,6837 W 64TH ST;CHICAGO; IL;,none,41.77563330400045, -87.79247036899966,2
machine,environment,concordia church noise/disturbance is coming from church doing weekends from 12 pm to 1 am entertainment. no activity at the facility at this time also no noise.,none,2655 W BELMONT AVE;CHICAGO; IL;,none,41.939381297000466, -87.69444031599966,2
undefined,environment,really loud air/noise problem for 2 weeks now but louder this week. i observed no loud noise coming from the vent housing at this location.,none,230 N COLUMBUS DR;CHICAGO; IL;,none,41.88011454600047, -87.62079607899966,1
machine,environment,residential bldg. caller states that the a/c unit at above location makes a loud grinding noise all day long. unit operating not in violation.,none,4628 N LOWELL AVE;CHICAGO; IL;,none,41.96539913900045, -87.73716775499969,3
machine,environment,abel restoration complainant stated there is construction being done making very loud nosies after ordinance hours from 8 pm until 12 am. this is exempt (federal bldg.),none,536 S CLARK ST;CHICAGO; IL;,none,41.891979198000456, -87.63116704699968,2
machine,environment,residential bldg. noise from air conditioner at night. observed no noise at the time of inspection.,none,4628 N LOWELL AVE;CHICAGO; IL;,none,41.96539913900045, -87.73716775499969,3
machine,environment,construction site late construction noise. observed no noise or activity at this time.,none,5822 S WABASH AVE;CHICAGO; IL;,none,41.78851005300049, -87.62395721899969,1
machine,environment,howard orloff car dealer blowers from car wash creating loud noise from 8:30 am - 9:00 pm. observed no noise at the time of inspection. the overhead doors were open.,none,1915 N HERMITAGE AVE;CHICAGO; IL;,none,41.91638502900048, -87.67144924299964,1
machine,environment,construction site noise from trucks doing construction is overwhelming. no violation due to operation hours of construction.,none,1358 S INDIANA AVE;CHICAGO; IL;,none,41.86437058900049, -87.62260971899968,1
machine,environment,carr's honda dealers caller says company intercom is too loud. wants a sound test doen for measurement (between 7 am - 10 pm). facility agreed to have the audio system turn down from 8 am - 9 pm.,none,6600 N WESTERN AVE;CHICAGO; IL;,none,42.00153008700045, -87.69000716499966,8
machine,environment,wellington bar very loud noise coming from facility after 8:30 pm on the weekends. the facility was in operating observed no noise at the time of inspection.,none,1300 W WELLINGTON AVE;CHICAGO; IL;,none,41.93616805400046, -87.66140061699969,5
machine,environment,lilly's bar due to a live band performing the music could be heard at least a 1/2 block away. observed band practicing on the sidewalk also windows open. manager and the bands member want to stay in compliance.,none,2513 N LINCOLN AVE;CHICAGO; IL;,none,41.92753515800047, -87.65168342499965,6
machine,environment,wallace catfish corner live band in parking lot of restaurant every weekend from 7 pm until 2 am. this location was a vacant lot adjacent to restaurant observed no live band.,none,2800 W MADISON ST;CHICAGO; IL;,none,41.8810982010005, -87.69645072599968,2
machine,environment,we'll clean cars very loud noise from air pressure hose also fluorscent light and over head doors left open. observed no noise or any evidence of a environmental violation at this time.,none,2261 N CLYBOURN AVE;CHICAGO; IL;,none,41.92292487900045, -87.66615377899967,2
machine,environment,residential bldg. cutting down trees causing loud noise.,none,6053 N LAWNDALE AVE;CHICAGO; IL;,none,41.99171149400047, -87.72134346999968,1
machine,environment,quality resoration inc. caller states that workers are working before ordinance hours at 7:20 am causing very loud noise. i gave the building manager and foreman a verbal warning about the noise hours they say will comply with ordinance.,none,6007 N SHERIDAN RD;CHICAGO; IL;,none,41.99101205900047, -87.65536381299967,2
machine,environment,at&t bldg. caller states that exhaust fan on top of roof creating loud noise after 8 pm.,none,10 S CANAL ST;CHICAGO; IL;,none,41.881449647000466, -87.63971697799968,9
machine,environment,we'll clean cars noise coming from facility using a spray guns and cars. activity not provided for in doe sections of the noise code. referred to dbal.,none,2261 N CLYBOURN AVE;CHICAGO; IL;,none,41.92292487900045, -87.66615377899967,2
machine,environment,bovis lend contractor's are working before ordinance hours at 7 am creating loud noise. spoke with contractor and gave him a verbal warning.,none,600 N FAIRBANKS CT;CHICAGO; IL;,none,41.892838801000494, -87.62029757299968,3
